"tau2_step","tau2_time","tau2_transition_fraction","condition1_final_population","condition2_final_population","population_reduction_pct","condition1_final_diversity","condition2_final_diversity","diversity_reduction_pct"
52,52,0.165191740412979,405,328,19.0123456790123,89,80,10.1123595505618
